,tid,userId,fid,typeId,domainId,topicId,nickName,subject,content,dateline,ip,stateInfo,traceInfo,processInfo,hasReported,favNum,forumName,typeName,domainName,sourceName,answerId,answerContent,answerDateline,answerOrganization,userType,threadState,publicAttachment,userFavStatus,grade,gradeLevel,gradeManner,gradeSpeed,trashRecheckState,attachment,threadsCheckTime,from,shisiwu,date
8,12574296,5558339,2824,6,12.0,0,M***,酒店问题,从国外回来隔离，不想给祖国添麻烦，无奈**温泉酒店环境恶劣，希望更换酒店。,1641704660,112.96.54.*,已办理,已办理,线下交办,0,0,从化区委书记,求助,医疗,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1641806157, 广东省 广州市,False,2022-01-09
9,12574209,5558280,569,2,2.0,0,逊***,驻马店市2022年第2号防疫通报加重人民负担,2022年1月9日，河南省驻马店市发布第二号疫情防控通报，要求市域外来驻人员需开展7天居家隔离和7天健康监测，出驻马店需要社区离驻证明...,1641703966,117.61.246.*,已办理,已一次评价,未交办,0,0,河南省委书记楼阳生,投诉,政务,PC浏览器,,,,,0,1,,,2.3333,1.0,5.0,1.0,0,0,1641804352, 江苏省 宿迁市,False,2022-01-09
0,12574123,1768930,2016,2,2.0,129,Y***,居家隔离从什么时间开始算？要多长时间？,本人去年12月17号从西安返回宜川，根据县上的通知向户籍和居住社区都进行了报备，到1月1号社区来封门，居家隔离需要多久，从什么时间开始...,1641703317,111.18.119.*,已办理,已一次评价,线下交办,0,0,宜川县委书记,投诉,政务,客户端,,,,,0,1,0.0,,1.0,1.0,1.0,1.0,0,1,1641865146, 北京市,False,2022-01-09
1,12573807,3366878,591,6,11.0,0,W***,不发工资,因疫情影响12月24号停工，疫情期间多次给老板打电话联系发工资，12月26号给了我300，多次要工资后于2022年1月1号给300，1月7号给500块钱我没要，我只想要回我的工资，迫于无奈只能求助，疫...,1641701014,1.80.135.*,待回复,待回复,未交办,0,0,陕西省委书记刘国中,求助,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1641865146, 陕西省 西安市,False,2022-01-09
2,12573706,5404289,2487,2,1.0,0,F***,疫情返乡建言,疫情关头人民都理解和支持政府工作， 其他县市都是持有48或24小时核酸检测阴性证明及可返乡然后居家隔离， 希望领导能了解并反馈。,1641700277,1.198.222.*,已办理,已办理,未交办,0,0,民权县委书记,投诉,治安,客户端,,,,,0,1,0.0,,,,,,0,1,1641879741, 河南省 郑州市,False,2022-01-09
3,12573628,4794973,1372,1,12.0,0,g***,宝鸡当地的隔离政策,请问到时到宝鸡站下车后会因持有从西安到宝鸡的车票而被隔离吗,1641699872,218.95.7.*,待回复,待回复,未交办,0,0,宝鸡市市长杨广亭,咨询,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1641864846, 江西省 南昌市,False,2022-01-09
4,12573497,5557943,2016,1,6.0,0,陌***,在青海，想回家,青海一直是低风险地区，如果返家路程中都是低风险地区可以返家吗，需要隔离吗？,1641699135,113.200.205.*,已办理,已办理,线下交办,0,0,宜川县委书记,咨询,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1641864846, 陕西省 西安市,False,2022-01-09
5,12573287,5283990,549,6,7.0,0,小***,回家的路被堵，回不了家,我住在辽阳市白塔区新运大街京都国际公寓，我们小区的南面是消防小区，由于毗邻商业区，很多外来人员把车停到我们楼下，导致我们和消防小区业主停车难，消防小区居民私自设卡，虽然<label style='co...,1641697909,112.40.9.*,已办理,已办理,线下交办,0,0,辽宁省委书记张国清,求助,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1641806157, 上海市,False,2022-01-09
6,12573029,5555930,1367,6,12.0,0,2***,西安一码通与陕西健康码,日西安封城以来，一直在家中未出门，未上班，按照西安一码通规定未按时在西安完成核酸检测，西安一码通已变为黄码，但按照咸阳市防疫政策，已经在居住地完成六轮核酸检测，结果均为阴性，并且按照村里要求完成了居家...,1641696083,113.200.85.*,已办理,已一次评价,未交办,0,0,西安市委书记方红卫,求助,医疗,手机浏览器,,,,,0,1,0.0,,5.0,5.0,5.0,5.0,0,1,1641729115, 陕西省 西安市,False,2022-01-09
7,12573006,5020410,1986,1,12.0,0,戴***,回家过年,"如有必要居家隔离也没有问题，坚决不给国家政府填麻烦。
       不知县上目前是什么政策呢？",1641695938,111.18.248.*,已办理,已办理,线下交办,0,0,旬邑县委书记,咨询,医疗,客户端,,,,,0,1,,,,,,,0,0,1641864846, 北京市,False,2022-01-09
8,12572991,5557639,5120,2,7.0,0,1***,中央督查的小区圈占绿地养鸡处理不彻底,住户诉求：要求蔡家拆除4栋到一栋之间私自安插的软网万年青等隔离带。图1为蔡家非法圈占的小区绿地面积。图2为民众要求拆除的<label ...,1641695838,111.124.88.*,待回复,待回复,未交办,0,0,新蒲新区（经开区）党工委书记,投诉,城建,客户端,,,,,0,1,0.0,,,,,,0,1,1641717258, 贵州省 遵义市,False,2022-01-09
9,12572860,5557679,1160,5,12.0,116,Z***,开通绿色通道，增强疫情下的人文关怀,对有探望意向的分地区地域采取不同措施，可以采用预约申请制，对于省内外中高风险地区人员拒绝访问要求，对于省内低风险地区人员建议解封后预约并在解封后及时公布解封信息，提供预约渠道，或者申请预约，入宛后自行...,1641695067,171.14.230.*,待回复,待回复,未交办,0,0,南阳市市长王智慧,建言,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1641890970, 河南省 郑州市,False,2022-01-09
0,12572722,5557572,1218,2,5.0,0,J***,求助,领导好，我们是12月31日入境的，我完全尊重国家的隔离规定。但是隔离...,1641694287,125.94.193.*,已办理,已办理,线上交办,0,0,广州市市长郭永航,投诉,旅游,手机浏览器,,,,,0,1,1.0,,,,,,0,1,1641732374, 广东省 广州市,False,2022-01-09
1,12572675,5557534,2012,6,1.0,129,魑***,求助,但是现在没有车，榆林的人送我到吴起回来就得隔离十四天，吴起的家人又不能出来接我。无奈之下，选择向您发起求助，疫情<label styl...,1641694010,113.200.22.*,已办理,已一次评价,未交办,0,0,吴起县委书记,求助,治安,客户端,,,,,0,1,,,1.0,1.0,1.0,1.0,0,0,1642125523, 陕西省 西安市,False,2022-01-09
2,12572588,3851944,591,5,2.0,129,W***,针对在西安大学生放假回家,我认为，应当让陕西省各区县，以县为单位，各县派车接回家在家中隔离(针对校内无确诊的学校)，在家中集中<label style='col...,1641693466,223.104.205.*,待回复,待回复,未交办,0,0,陕西省委书记刘国中,建言,政务,手机浏览器,,,,,0,1,,,,,,,0,0,1642125523, 北京市,False,2022-01-09
3,12572572,5266243,1218,5,6.0,0,奋***,广园东快速路K20段遗漏了隔离带的挡光措施,2021年实施了道路扩展，现已通车后，视乎遗漏了隔离带的挡光措施。要么用绿化，要么防光挡板来挡来回车辆的光线，保障夜间开车安全。,1641693383,120.238.231.*,已办理,已一次评价,线下交办,0,0,广州市市长郭永航,建言,交通,PC浏览器,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1641701788, 广东省,False,2022-01-09
4,12572507,5557531,5069,5,,116,Z***,关于疫情防控真空时间科学管理,这个人做完核酸检测后，在没有出结果的真空时间内，居委会统筹辖区党员点对点，应该起到防御性监控督导这个人真正切实做好自我隔离不外出措施，...,1641692964,111.30.194.*,待回复,待回复,未交办,0,0,国家卫生健康委员会主任、党组书记马晓伟,建言,,手机浏览器,,,,,0,1,,,,,,,0,0,1641780678, 天津市,False,2022-01-09
5,12572499,3175415,2405,1,12.0,0,大***,汝州防控咨询电话,投诉汝州防控中心咨询电话的接待员(0375) 605 11**这个电话我从2022年1月8号下午2:30开始打一直到4:30才打通，问问从郑州回汝州需要<label style='color:red'...,1641692903,42.238.53.*,已办理,已办理,线下交办,0,1,汝州市委书记陈天富,咨询,医疗,客户端,,,,,0,1,,,,,,,0,0,1641731004, 河南省 郑州市,False,2022-01-09
6,12572487,5553484,571,5,2.0,116,Z***,途径布吉深圳东站的旅客到湖北省能否隔离21天,经深圳布吉火车站到湖北的旅客，隔离14+14天，正好经过了除夕夜，能否根据检测情况酌情考虑将<label style='color:r...,1641692867,121.62.44.*,待回复,待回复,未交办,0,4,湖北省委书记应勇,建言,政务,手机浏览器,,,,,0,1,,,,,,,0,0,1642251759, 湖北省 十堰市,False,2022-01-09
7,12572480,5557492,2060,6,7.0,0,W***,海蓝和光地产欺瞒老百姓,我是2020年12月份买的位于长城路与唐徕渠边华远地产开发的海蓝和光小区的商品房，该小区于2021年12月29号交房拿钥匙，可是我所购买的该小区的21号楼被<label style='color:re...,1641692802,111.49.75.*,已办理,已办理,未交办,0,0,金凤区委书记,求助,城建,微信小程序,,,,,0,1,,,,,,,0,0,1641733354, 宁夏回族自治区,False,2022-01-09
8,12572404,5421901,1375,6,12.0,129,公***,回家葬埋父亲,已回到富平县酒店集中隔离。现因父亲因病去世，停在家中，为报父亲养育之恩，回家送父亲最后一程，恳请可否回家<label style='c...,1641692280,123.138.200.*,已办理,已办理,未交办,0,0,渭南市委书记王琳,求助,医疗,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1641695936, 陕西省 西安市,False,2022-01-09
9,12572346,5259623,1387,5,12.0,0,b***,建议加强疫情防控,建议加强对外来人员隔离政策，望领导重视。,1641691822,36.142.180.*,待回复,待回复,未交办,0,0,兰州市委书记 朱天舒,建言,医疗,客户端,,,,,0,1,,,,,,,0,0,1641879741, 北京市,False,2022-01-09
0,12572004,5557269,4117,2,12.0,0,飞***,如皋市隔离条件问题,本人于一月16日入境北京，隔离21天结束后，需返回江苏如皋市。提前与如皋市城北街道如意花苑三组团社区联系。社区为了避免麻烦，问我能不能...,1641688683,114.232.231.*,已办理,已一次评价,未交办,0,0,如皋市委书记,投诉,医疗,手机浏览器,,,,,0,1,0.0,,5.0,5.0,5.0,5.0,0,1,1641797404, 江苏省 南通市,False,2022-01-09
1,12571847,5551904,1428,6,7.0,0,W***,拆掉围栏，还我一个家,投诉银川华远地产有限公司开发建设的海蓝和光小区宣传售出的21号楼与实际建造不一致问题：1.销售在售出21号楼时明确告知客户会将21号楼与小区其他楼栋连城一片，21号楼享受同等的物业绿化及其他权益，但在...,1641687011,111.49.16.*,已办理,已办理,未交办,0,0,银川市市长赵旭辉,求助,城建,微信小程序,,,,,0,1,,,,,,,0,0,1641733382, 宁夏回族自治区 银川市,False,2022-01-09
2,12571445,5474592,591,5,14.0,129,国***,西安高校学子返家,但是眼下年关将至，学生们也都想着和家人们团聚，我想向书记提出我们大多数学生的想法，就是能不能批准我们低风险而且多次核酸检测是阴性的学校学生安排我们错时错峰返家，我们咨询过我们当地，如果回去需要<lab...,1641681951,111.18.244.*,待回复,待回复,未交办,0,0,陕西省委书记刘国中,建言,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1641701788, 北京市,False,2022-01-08
3,12571255,3667221,3568,5,6.0,0,南***,武鸣区双桥镇武鸣高中门前盼增设红绿灯,这里只是简单的拿几个隔离墩隔开，设置不是特别合理。经常有学生过去搭乘公交车，存在一定的安全隐患，希望有关部门实地考察后，在此处增设红绿...,1641677160,117.181.147.*,办理中,待回复,线下交办,0,1,武鸣区委书记,建言,交通,客户端,,,,,0,1,,,,,,,0,0,1641879741, 北京市,False,2022-01-08
4,12571123,5557032,2016,6,14.0,0,宜***,宜川大学生，学校放假，需要回家,前段时间汽车停运，想从山西吉县到咱们县城，咨询过社区人员，被告知要进行14天居家隔离，我一直待在太原，从未出去，一直是绿码，想问一下我...,1641669363,171.118.225.*,已办理,已一次评价,线下交办,0,1,宜川县委书记,求助,教育,客户端,,,,,0,1,,,4.0,4.0,4.0,4.0,0,0,1641702093, 山西省 太原市,False,2022-01-08
5,12571036,5155002,592,5,12.0,129,y***,建议,建议省政府可否调研，在咸阳国际机场附近修建隔离酒店或隔离房间，用于国...,1641664830,1.83.74.*,待回复,待回复,未交办,0,0,陕西省省长赵一德,建言,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1641701788, 陕西省 西安市,False,2022-01-08
6,12570779,5556780,1953,1,1.0,129,周***,支援西安建方舱医院后可以回家吗,是要在家隔离还是集中隔离，集中<label style='color...,1641658862,117.136.87.*,已办理,已办理,线下交办,0,0,临潼区委书记,咨询,治安,客户端,,,,,0,1,,,,,,,0,0,1641695936, 北京市,False,2022-01-08
7,12570771,5556765,1375,6,1.0,129,有***,隔离政策不按照规定执行,我12月27离开郑州，28号早上8点到家，居家隔离。到现在13天了。这几天郑州有疫情了，我在郑州市中某县，至今未有疫情，蒲城县防疫工作...,1641658778,123.139.122.*,已办理,已办理,未交办,0,1,渭南市委书记王琳,求助,治安,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1641702093, 陕西省 西安市,False,2022-01-08
8,12570700,5556724,1354,1,5.0,0,刘***,1月15日深圳飞拉萨的疫情防控政策咨询,主要担心酒店隔离时间太长耽误事儿，十分感谢！,1641657610,116.6.234.*,已办理,已一次解释,线下交办,0,0,拉萨市市长果果,咨询,旅游,PC浏览器,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1641701810, 广东省 广州市,False,2022-01-08
9,12570547,5556613,1367,2,12.0,129,小***,情况反映,我爱人任*于2021年12月22日到长安区维也纳国际酒店集中隔离，2022年1月4日已经告知他<label style='color:...,1641656464,111.18.133.*,已办理,已办理,未交办,0,0,西安市委书记方红卫,投诉,医疗,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1641695936, 北京市,False,2022-01-08
0,12570375,5549840,1956,6,12.0,129,y***,咸阳陕西健康码与西安一码通无法信息互通,由于自己在西安未央区后卫寨上班，居住在咸阳秦都区，自12月22日西安封城后一直在咸阳居家隔离，按照西安防疫政策，无法完成西安市核酸检测...,1641655162,117.37.59.*,已办理,已办理,未交办,0,0,未央区委书记,求助,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1641695936, 陕西省 西安市,False,2022-01-08
1,12570156,2256262,847,5,1.0,0,杨***,关于改善方山县城区交通现状的建议,，结合早晚高峰科学设计直行、左转的红绿灯配比时间，强化早晚高峰巡逻管控力度；三是对路边违停、违章抢道等行为严格执法；四是开展电动汽车、摩托车等违章行为专项治理改造， 安装中央护栏、机非分离护栏、人行道...,1641653688,183.186.22.*,已办理,已办理,未交办,0,0,吕梁市委书记孙大军,建言,治安,客户端,,,,,0,1,,,,,,,0,0,1641694847, 山西省 吕梁市,False,2022-01-08
2,12569839,5556287,1779,1,12.0,0,持***,咨询一下关于疫情防控隔离政策,今日（8号）收到短信要我向社区报备，所以给社区打了电话，社区的答复是连同家人居家隔离14天。对此特向区政府咨询，是否途径中高风险地区的...,1641651765,222.212.250.*,已办理,已办理,未交办,0,0,新都区委书记,咨询,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1641697332, 四川省 成都市,False,2022-01-08
3,12569359,5554791,1367,6,6.0,129,洋***,临产孕妇，求助信息,因为从建档开始就在老家医院，每次检查，都在老家医院，小孩用的，生产的，东西都在老家，所以想在老家生孩子，想尽快回去，回去居家隔离也行，...,1641648905,117.22.161.*,已办理,已办理,未交办,0,0,西安市委书记方红卫,求助,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1641695936, 陕西省 西安市,False,2022-01-08
4,12569175,5555946,555,6,12.0,0,王***,封闭隔离14天后红码难办理入住后7天酒店,您好，我是一位从国外回国人员，与2021年12月25日抵沪，封闭隔离14天后于今日解除<label style='color:red'...,1641647878,114.88.240.*,已办理,已办理,未交办,0,0,上海市委书记李强,求助,医疗,手机浏览器,,,,,0,1,1.0,,,,,,0,1,1641704796, 上海市,False,2022-01-08
5,12569132,5555981,3465,6,2.0,0,W***,辽事通忽然变红码,本人胡**，西安回沈人员，2021年12月31日在酒店解除隔离健康码就由黄变绿，2022年1月8日早跟社区工作人员反应健康码突然变红，...,1641647642,116.2.45.*,已办理,已办理,未交办,0,1,铁西区委书记,求助,政务,微信小程序,,,,,0,1,0.0,,,,,,0,1,1641705145, 辽宁省 沈阳市,False,2022-01-08
6,12568955,5555871,570,6,7.0,0,经***,交房半年暖气不通、宽带不通、水电表不分户,2、现在因疫情隔离在家，不能用燃气做饭洗澡、没有热水、没有宽带。难以维持基本生活需求。,1641646755,39.144.28.*,已办理,已办理,未交办,0,0,河南省省长王凯,求助,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1641705201, 北京市,False,2022-01-08
7,12568357,4707693,1368,1,7.0,0,g***,浐灞二路荣德棕榈阳光小区暖气不热,不是他们的责任，有疫情以来，外界温度持续下降，家里温度也是持续走低，家里卧室温度最低时已至14度，外界不是太冷时，略微有所回升，但还不到18度，向相关部门反映后还是没有办法解决，在疫情防控的关键时刻，...,1641643144,111.19.45.*,已办理,已一次评价,未交办,0,0,西安市市长李明远,咨询,城建,客户端,,,,,0,1,,,1.6,1.0,3.0,1.0,0,0,1641697966, 陕西省,False,2022-01-08
8,12568107,1690395,540,2,5.0,0,爱***,隔离相关问题反映,本人从郑州来京海淀区工作，1月6日被海淀区紫竹院街道派车送到集中隔离酒店进行集中隔离...,1641641668,114.242.248.*,已办理,已办理,线下交办,0,0,北京市市长陈吉宁,投诉,旅游,手机浏览器,,,,,0,1,,,,,,,0,0,1641696888, 北京市,False,2022-01-08
9,12567993,1530055,592,2,2.0,0,J***,铜川市王益区春节返乡人员政策,1月8日，王益区在铜川市政府网站发布了“春节期间反区入区通告”，通告中竟要求所有反区人员均需到指定隔离酒店进行所谓健康检测，并自行承担...,1641640936,124.200.107.*,待回复,待回复,未交办,0,2,陕西省省长赵一德,投诉,政务,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1641702093, 北京市,False,2022-01-08
0,12567946,5479063,1367,6,6.0,129,W***,询问,我于12月15日来到西安，12月17号就开始居家隔离（因我12月4日在西安机场短暂停留）至今已逾20天，期间共做过12次核酸检测，均为...,1641640674,111.18.4.*,待回复,待回复,未交办,0,0,西安市委书记方红卫,求助,交通,微信小程序,,,,,0,1,,,,,,,0,0,1641644136, 北京市,False,2022-01-08
1,12567867,5544092,1427,6,7.0,0,W***,投诉华远地产股份有限公司海蓝和光，欺骗欺诈消,投诉银川华远地产有限公司开发建设的海蓝和光小区宣传售出的21号楼与实际建造不一致问题：1.销售在售出21号楼时明确告知客户会将21号楼与小区其他楼栋连城一片，21号楼享受同等的物业绿化及其他权益，但在...,1641640099,39.144.73.*,已办理,已办理,未交办,0,0,银川市委书记张雨浦,求助,城建,微信小程序,,,,,0,1,,,,,,,0,0,1641733354, 北京市,False,2022-01-08
2,12567359,3885272,5069,5,,116,W***,希望由国家牵头，要求返乡人员主动报备,防疫期间流调难度大，工作繁重，其根本原因是因为疫情常态化时间久，人民日常防控意识逐渐减少，为了防止自身有隔离现象的产生，慌报、瞒报，甚...,1641636806,39.144.49.*,待回复,待回复,未交办,0,0,国家卫生健康委员会主任、党组书记马晓伟,建言,,手机浏览器,,,,,0,1,,,,,,,0,0,1641780678, 北京市,False,2022-01-08
3,12567022,3526284,1397,5,6.0,0,上***,火车站出租车混乱运营建议,"在现有的出租车通道进行单线隔离措施，以免社会车辆占用。
迎宾路口禁止出租车停靠，只允许出租车通道载运旅客。加强非法运营&quot;黑车...",1641634393,125.74.173.*,已办理,已办理,线上交办,0,0,武威市委书记柳鹏,建言,交通,客户端,,,,,0,1,0.0,,,,,,0,1,1641701788, 甘肃省 酒泉市,False,2022-01-08
4,12566778,5554792,3474,2,2.0,0,大***,隔离餐饮,1月7日回国大连禧和酒店隔离 我们是学生隔离费用太贵了  夫妻两人一...,1641632723,123.185.206.*,已办理,已办理,未交办,0,0,中山区委书记,投诉,政务,客户端,,,,,0,1,,,,,,,0,0,1641797404, 辽宁省 大连市,False,2022-01-08
5,12566564,2471979,4645,1,2.0,0,p***,2022年1月7号深圳疫情关联密切接触着楼栋隔离,确定98栋，99栋需要隔离，需要隔离多长时间;咨询社区工作人员，目前...,1641631384,117.61.246.*,待回复,待回复,未交办,0,0,龙华区委书记,咨询,政务,客户端,,,,,0,1,0.0,,,,,,0,1,1641648257, 江苏省 宿迁市,False,2022-01-08
6,12566027,5554286,2448,1,12.0,0,K***,无中高风险区行程被集中隔离14天,乡镇报备后，行程深圳宝安区乘坐航空至郑州新郑机场，乘车返濮，落地核酸检测为阴性，到家被拉至酒店集中隔离14天，请问是否符合规定！,1641627879,61.158.208.*,已办理,已办理,未交办,0,0,濮阳县委书记,咨询,医疗,客户端,,,,,0,1,,,,,,,0,0,1641707089, 河南省 洛阳市,False,2022-01-08
7,12565674,5554038,1367,6,4.0,129,蒜***,咨询,我是曲江新区雅致酒店的一位隔离到期人员，咨询何时可以解除隔离？,1641625798,112.46.64.*,已办理,已办理,未交办,0,0,西安市委书记方红卫,求助,企业,手机浏览器,,,,,0,1,,,,,,,0,0,1641640757, 上海市,False,2022-01-08
8,12565289,5482016,577,2,12.0,0,鸿***,问题反映,本人劳鸿良，在东兴居住，12月21日东兴出差到合浦县，23日转红码，显示东兴市漫出人员，然后被隔离14天，1月5日<label sty...,1641623525,117.140.217.*,待回复,待回复,未交办,0,0,广西壮族自治区党委书记刘宁,投诉,医疗,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1641704902, 广西壮族自治区 南宁市,False,2022-01-08
9,12565248,5553851,1367,6,1.0,129,常***,一码通变黄码,我2021年12月22日从西安由学校接送回咸阳，后一直在学校里隔离，由于没有在西安做后几轮核酸检测，因此一码通变为黄码，我在西安一码通...,1641623301,218.200.5.*,已办理,已一次评价,未交办,0,1,西安市委书记方红卫,求助,治安,手机浏览器,,,,,0,1,0.0,,2.3333,1.0,3.0,3.0,0,1,1641640757, 陕西省 西安市,False,2022-01-08
0,12564981,5551060,1956,6,12.0,129,您***,开具离陕证明,我老婆1月31号的预产期，马上面临生孩子，家中就我老婆一人，所以急需回太原当地集中隔离，而且我每48小时都有在做核酸，都没有问题，居住...,1641621414,113.140.3.*,已办理,已办理,未交办,0,0,未央区委书记,求助,医疗,客户端,,,,,0,1,,,,,,,0,0,1641640757, 陕西省 西安市,False,2022-01-08
1,12564956,1156077,2365,1,7.0,0,理***,康桥朗城一号院门口的宏安路隔离带问题求证,金水区康桥朗城一号院门口的宏安路是一条断头路，原本康桥朗城一号院和和昌悦澜业主都可以停车，但现在被装上了白色隔离带，路面被分成了四条车...,1641621300,1.198.18.*,已办理,已一次评价,未交办,0,0,金水区委书记,咨询,城建,客户端,,,,,0,1,,,1.0,1.0,1.0,1.0,0,0,1641707089, 河南省 郑州市,False,2022-01-08
2,12564902,2629985,2176,1,2.0,0,Z***,从低风险地区回来需要隔离吗？,社区工作人员让我去酒店隔离，我查询了南阳市不是中、高风险地区！想咨询一下为什么要让我...,1641620956,113.57.117.*,待回复,待回复,未交办,0,0,黄陂区委书记,咨询,政务,微信小程序,,,,,0,1,,,,,,,0,0,1641806302, 湖北省 武汉市,False,2022-01-08
3,12564399,2561669,2002,1,2.0,0,和***,过年回家是否需要隔离,领导您好，眼看年关将近，从上海开车回蒲城的话，到家是否需要隔离？,1641617860,117.143.182.*,已办理,已办理,未交办,0,0,蒲城县委书记,咨询,政务,客户端,,,,,0,1,,,,,,,0,0,1641644547, 上海市,False,2022-01-08
4,12564328,5553333,1952,2,7.0,0,W***,太阳水岸新城疫情期间供暖温度不达标,进入12月份，太阳水岸新城供暖一直不达标，尤其疫情期间，大部分人居家隔离，房间温度更低，暖气片全天大部分时间冰凉，业主群里多人多次反映...,1641617511,36.47.141.*,已办理,已办理,未交办,0,0,长安区委书记,投诉,城建,微信小程序,,,,,0,1,,,,,,,0,0,1641697289, 陕西省 西安市,False,2022-01-08
5,12564153,5553216,874,2,12.0,0,张***,关于沈阳市疾控中心的政策层层加码问题,本人1月6号从深圳飞达沈阳，1月7号就被疾控中心强制隔离14天。本人核酸检测阴性，行程码正常，深圳现在也还是低风险地区。沈阳疾控中心的...,1641616521,223.104.175.*,已办理,已办理,未交办,0,2,沈阳市市长吕志成,投诉,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1641704796, 北京市,False,2022-01-08
6,12564138,4213449,1772,1,7.0,0,m***,关于修车铺的违规行为,光华锦苑小区的沿街路面为人行道，并设置有隔离墩，此修理店将隔离墩移走...,1641616435,182.136.181.*,已办理,已办理,未交办,0,0,青羊区委书记,咨询,城建,客户端,,,,,0,1,0.0,,,,,,0,1,1641706655, 四川省 乐山市,False,2022-01-08
7,12563751,5552963,1772,1,1.0,0,舒***,光华北六路商户擅自搬走隔离石墩,光华北六路216号小区楼下一修车商户擅自搬走路边隔离石墩，还把车开到人行道上，压到盲道，这条路上每天有很多幼儿园小朋友和小学生路过，很...,1641614186,171.218.19.*,已办理,已办理,未交办,0,0,青羊区委书记,咨询,治安,客户端,,,,,0,1,0.0,,,,,,0,1,1641643164, 四川省 成都市,False,2022-01-08
8,12563747,2953054,581,2,1.0,0,巴***,关于茶园新区机动车违法乱停的问题,回复中提到会加大整治力度，并在国庆期间在人行道边加装隔离装置以杜绝机动车乱停带来的安全隐患以及对市容市貌的影响。,1641614167,117.59.39.*,已办理,已办理,线上交办,0,0,重庆市委书记陈敏尔,投诉,治安,手机浏览器,,,,,0,1,1.0,,,,,,0,1,1641777026, 重庆市,False,2022-01-08
9,12563418,5552792,1772,2,2.0,0,半***,违法占用人行道,我是光华锦苑居民，2022年1月7日有不法商户搬走人行道隔离墩，影响人行道通行和安全，光华北五路光华锦苑西门右侧临街店铺，希望政府处罚...,1641612514,182.136.179.*,已办理,已办理,未交办,0,0,青羊区委书记,投诉,政务,客户端,,,,,0,1,0.0,,,,,,0,1,1641722474, 四川省 乐山市,False,2022-01-08
0,12563326,5552717,577,2,7.0,0,我***,地下车库只卖不租,书记您好，我是南宁市江南区金凯路51号隆源华府的业主，2022年1月6日起，我们小区突然来了一个安装车位隔离护桩的施工队，现在陆续在地...,1641612029,180.139.210.*,已办理,已办理,线下交办,0,0,广西壮族自治区党委书记刘宁,投诉,城建,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1641645890, 广西壮族自治区 南宁市,False,2022-01-08
1,12563267,5543975,1428,6,7.0,0,W***,海蓝和光小区21号楼虚假宣传误导客户,求助银川华远地产有限公司开发建设的海蓝和光小区宣传售出的21号楼与实际建造不一致问题：1.销售在售出21号楼时明确告知客户会将21号楼与小区其他楼栋连城一片，21号楼享受同等的物业绿化及其他权益，但在...,1641611760,111.49.224.*,已办理,已办理,未交办,0,0,银川市市长赵旭辉,求助,城建,微信小程序,,,,,0,1,,,,,,,0,0,1641647598, 宁夏回族自治区 银川市,False,2022-01-08
2,12563233,3175415,569,1,12.0,0,大***,省内低风险地区回乡,书记您好，我是一名务工人员，在郑州低风险地区1月4号返回河南省平顶山市汝州市，核酸检测阴性，回到汝州后，陵头镇要求我居家隔离14天，这...,1641611610,42.238.53.*,已办理,已一次评价,线下交办,0,1,河南省委书记楼阳生,咨询,医疗,客户端,,,,,0,1,,,1.0,1.0,1.0,1.0,0,0,1641781815, 河南省 郑州市,False,2022-01-08
3,12562914,5550270,1165,2,1.0,0,向***,疫情防控,另外关于隔离人员核酸检测问题，让隔离人员自行去核酸检测点集中检测，这...,1641609963,1.193.241.*,已办理,已办理,未交办,0,0,周口市委书记张建慧,投诉,治安,手机浏览器,,,,,0,1,,,,,,,0,0,1641647679, 河南省 洛阳市,False,2022-01-08
4,12562789,5552544,591,6,14.0,129,Z***,关于陕西西安低风险地区高校学生回家的求助,我们已经被隔离十多天。每日只能在几平米的宿舍，甚至说只能在宿舍床上活动。当然，我也非常感激，因为相比于其他人或许我们的饮食都还有保障。...,1641609231,1.68.42.*,待回复,待回复,未交办,0,0,陕西省委书记刘国中,求助,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1641612889, 山西省 太原市,False,2022-01-08
