,tid,userId,fid,typeId,domainId,topicId,nickName,subject,content,dateline,ip,stateInfo,traceInfo,processInfo,hasReported,favNum,forumName,typeName,domainName,sourceName,answerId,answerContent,answerDateline,answerOrganization,userType,threadState,publicAttachment,userFavStatus,grade,gradeLevel,gradeManner,gradeSpeed,trashRecheckState,attachment,threadsCheckTime,from,shisiwu,date
8,13047789,5835942,3982,6,2.0,0,依***,曲阜市人才中心不能提供转党组织关系所需的材料,我的党员档案应该随着人事档案一起存放在人才服务中心，目前在上海工作，需要把党组织关系转到<label style='color:red...,1645175998,116.236.196.*,已办理,已办理,未交办,0,0,曲阜市委书记,求助,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1645527527, 上海市,False,2022-02-18
9,13046424,3321953,555,2,7.0,0,Z***,上海地铁14号线歇浦路站建筑屋顶建筑垃圾,上海地铁14号线歇浦路站建筑屋顶建筑垃圾未清理,1645174908,182.102.165.*,已办理,已办理,未交办,0,0,上海市委书记李强,投诉,城建,微信小程序,,,,,0,1,0.0,,,,,,0,1,1645345517, 江西省 南昌市,False,2022-02-18
0,13044444,5833435,5080,5,,143,Z***,罕见病报销补助,目前也有经济条件较好的省份政策比较好：比如上海输丙球就不需要花费，有的省份一年只需要收取一次起付线，还望这样好的个政策能够惠及中国的每...,1645173332,120.207.60.*,待回复,待回复,未交办,0,0,国家医疗保障局局长、党组书记胡静林,建言,,手机浏览器,,,,,0,1,,,,,,,0,0,1645415525, 山西省 太原市,False,2022-02-18
1,13043242,5832068,1136,5,7.0,0,郑***,关于郑上路西四环到荥阳的交通问题,并表示，郑上路绕城高速口周边基本都是郑州市区外溢人群，住在荥阳，工作在郑州，仅格林小城一个小区就有近6000户居民，大学众多，出行力不成问题；如果新增线路投资过大，可以参照<label style='...,1645172431,117.136.104.*,已办理,已办理,未交办,0,2,郑州市市长何雄（代）,建言,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1645262914, 北京市,False,2022-02-18
2,13039433,5826489,965,2,11.0,0,奔***,工厂搬迁到温州，耗员工时间不赔偿,"尊敬的领导，不知你能否在百忙之中能看到小小的农民工诉求
我在上海市嘉定区安亭镇春归路201号<label style='color:r...",1645169718,58.247.201.*,已办理,已办理,未交办,0,0,嘉定区委书记陆方舟,投诉,就业,客户端,,,,,0,1,0.0,,,,,,0,1,1645512123, 上海市,False,2022-02-18
3,13033997,5823787,5063,5,,143,Z***,农村房屋继承者在拆迁和规划中不要受到歧视,在进行节约集约土地资源的推进工作中，希望继承户不要受到歧视，不要因为无法享受当地居民的待遇而被迫离开出生的故乡，目前上海崇明在集中居住...,1645166185,27.223.96.*,待回复,待回复,未交办,0,0,住房和城乡建设部党组书记、部长,建言,,手机浏览器,,,,,0,1,,,,,,,0,0,1645488281, 山东省 青岛市,False,2022-02-18
4,13030319,5819434,2202,6,11.0,0,W***,企业欠薪,本人于2021年11月1日至2022年1月26日经过云南劳务和上海**劳务服务有限公司荆州分公司派遣至荆州安全**从事安全气帘工作，2...,1645164028,122.192.11.*,待回复,待回复,未交办,0,0,沙市区委书记,求助,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1645512123, 江苏省 南京市,False,2022-02-18
5,13029178,5818205,587,1,11.0,0,S***,关于定向选调高校名单的咨询,所以我产生了以下疑问:第一，定向选调名单里有中央财经、上海财经、中南财经，却没有西南财经大学，为什么呢?第二，云南省定向选调学校确定的...,1645163355,60.160.40.*,已办理,已办理,未交办,0,0,云南省委书记王宁,咨询,就业,手机浏览器,,,,,0,1,,,,,,,0,0,1645404342, 云南省 大理白族自治州,False,2022-02-18
6,13027850,5816751,2202,2,11.0,0,W***,克扣工资,本人于2021年11月1日至2022年1月26日经过云南劳务和上海**劳务服务有限公司荆州分公司派遣至荆州安全**从事安全气帘工作，2...,1645162574,183.225.207.*,待回复,待回复,未交办,0,0,沙市区委书记,投诉,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1645435111, 云南省,False,2022-02-18
7,13027184,5713039,743,6,14.0,0,张***,海淀幼升小,情况：外地户籍，爸爸海淀工作居住证（公居地址为海淀），无海淀房产，昌平有房产，我们想让孩子上海淀的民办小学。民办小学反馈需要通过海淀的...,1645162184,124.193.98.*,已办理,已办理,未交办,0,0,海淀区委书记于军,求助,教育,PC浏览器,,,,,0,1,,,,,,,0,0,1645413175, 北京市,False,2022-02-18
8,13025284,5814924,555,5,2.0,143,Z***,法治建设,上海在法治建设上做得已经很不错 但希望能有更多的窗口给予老百姓更多的普法教育 让无论孩子 青年 老年都能有更多的机会潜移默化了解法律知...,1645161067,220.248.6.*,已办理,已办理,未交办,0,0,上海市委书记李强,建言,政务,手机浏览器,,,,,0,1,,,,,,,0,0,1645407878, 上海市,False,2022-02-18
9,13021528,5811053,555,5,7.0,143,Z***,预售资金监管,建议加强上海市新房预售资金监管，有效防止房屋烂尾，上海购房和租房成本...,1645158934,101.84.108.*,待回复,待回复,未交办,0,0,上海市委书记李强,建言,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1645408506, 上海市,False,2022-02-18
0,13021227,5811114,5069,5,,143,Z***,建议在疫情防控的同时保护好患者的隐私,我之所以强调我是在沪大学生，是因为在我在沪学习生活期间，充分感受到了上海市对全市人民的关心爱护和尊重。,1645158761,39.144.104.*,待回复,待回复,未交办,0,0,国家卫生健康委员会主任、党组书记马晓伟,建言,,手机浏览器,,,,,0,1,,,,,,,0,0,1645415525, 北京市,False,2022-02-18
1,13020986,5810864,555,5,7.0,143,Z***,临港新城天然气预存方式不人性化,临港这么多年（14-15年）这么多小区，上海益流天然气有限公司收到预存费用的利息也是不当得益，占用老百姓的钱，显然不合理，也不合法吧？,1645158608,114.92.99.*,待回复,待回复,未交办,0,0,上海市委书记李强,建言,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1645403935, 上海市,False,2022-02-18
2,13015674,4629822,556,6,7.0,0,b***,个人充电桩安装,【2015】73号文件，发改委《电动汽车充电基础设施发展指南（2015-2020年）》的文件精神相违背，与发改能源【2016】1611号《关于加快居民区电动汽车充电基础设施建设的通知》精神相违背，也与...,1645155173,58.37.198.*,已办理,已办理,未交办,0,0,上海市市长龚正,求助,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1645432198, 上海市,False,2022-02-18
3,13015044,5803739,555,5,14.0,143,Z***,关于促进人口增长与妇女就业之间的矛盾,毕业后我怀着对未来的憧憬，来到上海加入了一家民企。2020年底我萌生了买房计划，而2021年<label style='color:r...,1645154778,101.82.155.*,已办理,已办理,未交办,0,0,上海市委书记李强,建言,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1645407878, 上海市,False,2022-02-18
4,13014940,5803799,753,6,11.0,0,张***,关于失业补助金无法领取的问题,您好   我去年8月份入职通州区的上海力博北京分公司，但是因为疫情原因被公司裁员。幸运的是国家有好的政策，对于我们这种未交满一年失业保...,1645154710,182.204.33.*,已办理,已办理,线下交办,0,0,通州区委书记赵磊,求助,就业,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1645499256, 辽宁省 沈阳市,False,2022-02-18
5,13011519,5801529,5063,5,,143,Z***,公租房与居住证之间的矛盾体,以上海为例：出租房大部分被二手中介，二房东，租房平台所垄断，并且房东本身不愿意进行租房备案，多数租房者无法合理申请居住证，造成辛辛苦苦...,1645152484,116.247.83.*,待回复,待回复,未交办,0,0,住房和城乡建设部党组书记、部长,建言,,PC浏览器,,,,,0,1,,,,,,,0,0,1645487077, 上海市,False,2022-02-18
6,13011094,5800804,556,5,14.0,143,Z***,增加公共儿童游玩场所,上海城区此类公共设施太少了，比如沿黄浦江可以多设立一些小型简单常规的儿童运动游乐设施。,1645152241,220.196.192.*,已办理,已办理,未交办,0,0,上海市市长龚正,建言,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1645403935, 江苏省 徐州市,False,2022-02-18
7,12996753,5643214,948,2,7.0,0,强***,要求恢复中海瀛台一期业委会，整治物管乱像,春节前，徐汇区中海瀛台一期物业管理被上海滩最厉害的《民生一网通》陆老师曝光，小区内乱停车、违章建筑、垃圾乱倒、门卫失管、噪声扰民等现象...,1645143310,218.205.55.*,待回复,待回复,未交办,0,0,徐汇区区长钟晓咏,投诉,城建,客户端,,,,,0,1,,,,,,,0,0,1645431589, 浙江省 绍兴市,False,2022-02-18
8,12996041,5787278,555,5,7.0,143,Z***,给优秀年轻人一个留在上海的机会,因此，虽然“三价”政策符合房住不炒的理念，但一刀切的模式也很大程度上影响的是年轻人留在上海的刚需。,1645142546,39.144.43.*,已办理,已办理,未交办,0,0,上海市委书记李强,建言,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1645499487, 北京市,False,2022-02-18
9,12993477,5784653,555,5,7.0,143,Z***,超大城市老旧小区的便民治理和升级改造,从整治出租车宰客乱收费到“架空线入地工程”，上海的一届一届政府实事，百姓有目共睹。在回应人民（居民）对美好生活的向往方面，基层组织还有...,1645137450,101.88.4.*,待回复,待回复,未交办,0,0,上海市委书记李强,建言,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1645402691, 上海市,False,2022-02-17
0,12993138,5784865,555,6,12.0,0,v***,问题反馈,2月14日乘搭SQxx0入境上海，原计划3+11隔离到嘉兴，入住金山滨海铂骊酒店一切安好，不幸机上有确诊病例成密接，被转运到金山智尚酒...,1645135846,116.236.114.*,已办理,已办理,未交办,0,0,上海市委书记李强,求助,医疗,客户端,,,,,0,1,1.0,,,,,,0,1,1645428574, 上海市,False,2022-02-17
1,12992935,1487981,969,6,11.0,0,W***,劳动纠纷问题反映,我于2017/5/17入职上海迪纳声科技股份有限公司做焊工，公司于2022/1/12日提出协商解除合同，2022/1/12上午协商经济...,1645134310,117.143.116.*,已办理,已办理,未交办,0,1,松江区委书记程向民,求助,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1645510909, 上海市,False,2022-02-17
2,12987928,5780560,583,5,12.0,143,Z***,四川门特和慢性病报销比例太低,我女儿2021年初确诊为儿童罕见病视网膜母细胞瘤的恶性肿瘤，经过一年多在这个群体的了解，我们四川门诊报销比例太低了，而我们又必须远赴上海</label...,1645112359,125.70.77.*,已办理,已办理,线上交办,0,0,四川省委书记彭清华,建言,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1645258583, 四川省 成都市,False,2022-02-17
3,12985218,3564870,555,5,6.0,0,W***,关于增开班次,您好，目前上海到武汉的高铁最晚的发车时间是17:52，下班以后赶不上这趟车，请问上海...,1645109997,36.27.3.*,已办理,已办理,未交办,0,0,上海市委书记李强,建言,交通,微信小程序,,,,,0,1,,,,,,,0,0,1645433927, 浙江省 杭州市,False,2022-02-17
4,12969696,5586930,599,6,2.0,0,Z***,小区无社区蔬菜直营店,今日母亲购买上海青，在其他小区蔬菜直营店2.5元每公斤，我小区附近四家个体蔬菜店最便宜为8元每公斤。希望有关部门能够深入了解情况，建立...,1645097831,49.118.207.*,待回复,待回复,未交办,0,0,新疆维吾尔自治区党委书记马兴瑞,求助,政务,微信小程序,,,,,0,1,,,,,,,0,0,1645492830, 新疆维吾尔自治区,False,2022-02-17
5,12964316,5758495,555,6,7.0,143,Z***,上海青浦区璟云里小区停车费收费高,我是上海市市民，上海青浦去璟云里小区（位于<label style=...,1645092999,223.104.213.*,已办理,已办理,未交办,0,2,上海市委书记李强,求助,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1645251818, 北京市,False,2022-02-17
6,12962377,5756680,5063,5,,143,Z***,关注一线城市租房问题,外省到上海工作的人，对于中介哄抬租金，签订霸王合同等行为深恶痛绝。问题1～租客属于弱势群体，面对房屋涨价，被中介牵着鼻子走，就算是直租...,1645091245,116.237.195.*,待回复,待回复,未交办,0,0,住房和城乡建设部党组书记、部长,建言,,手机浏览器,,,,,0,1,,,,,,,0,0,1645488281, 上海市,False,2022-02-17
7,12957080,5751117,556,5,14.0,143,Z***,不断完善上海市的教育改革,感谢之前政府在我市教育改革领域所做出的努力，我们也希望上海的教育改革未来能更加完善。,1645086701,114.85.232.*,已办理,已办理,未交办,0,0,上海市市长龚正,建言,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1645250196, 上海市,False,2022-02-17
8,12955835,5750781,555,5,14.0,143,Z***,关于上海外来人员子女教育问题,上海入园条件是否能做进一步调整，对于暂时无房有积分条件是否能提高公办入园的机会，民办幼儿园的成本太高负担不起。,1645085701,58.246.192.*,待回复,待回复,未交办,0,0,上海市委书记李强,建言,教育,PC浏览器,,,,,0,1,,,,,,,0,0,1645249920, 上海市,False,2022-02-17
9,12947523,5574995,561,6,6.0,0,安***,尊敬省委领导，咨询沪武高速无为到岳西何时通车,一方面结束巢湖南岸无高速历史；另一方面，打通沪武高速最后一段历程；再一方面方便昆山、苏州、上海居民及外出工作的人员，在该片区下高速，希...,1645079436,58.246.230.*,已办理,已办理,未交办,0,0,安徽省委书记郑栅洁,求助,交通,微信小程序,,,,,0,1,,,,,,,0,0,1645179419, 上海市,False,2022-02-17
0,12939327,5734214,593,2,2.0,0,W***,希望处理下。,今年1月，村里要医保缴纳的证明，我公司开不了，我就去上海随身办官网截图了，发了过去。后面又要证明。今天又要证明。明明很简单的一个事情。...,1645072367,112.64.123.*,待回复,待回复,未交办,0,0,甘肃省委书记尹弘,投诉,政务,微信小程序,,,,,0,1,0.0,,,,,,0,1,1645178056, 上海市,False,2022-02-17
1,12935551,5108370,949,2,7.0,0,宋***,家中漏水8个月，无人修理,上海市长宁区天山路202弄18号8xx室，家中漏水近8个月了，由于小区业委会工作不正常，造成物业公司及第三方维修队伍报价审核无人审理，...,1645067328,58.35.208.*,已办理,已一次评价,未交办,0,0,长宁区委书记王岚,投诉,城建,PC浏览器,,,,,0,1,,,1.9,1.0,3.0,2.0,0,0,1645257057, 上海市,False,2022-02-17
2,12933468,5717456,5205,6,11.0,0,W***,拖欠农民工工资,本人于2021年5月21日至2021年9月10日在雄安新区上海宝冶雄东安置房A单元一工区做水电工，分包单位:河南平原建工集团有限公司，...,1645063664,61.134.173.*,已办理,已办理,未交办,0,0,高新技术产业开发区党工委书记,求助,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1645498416, 河北省 沧州市,False,2022-02-17
3,12930133,5728543,555,5,7.0,143,Z***,有“小”家就有了“大”家,房子是用来住的，上海房价动辄近千万，刚需人群拥有传统“家”的梦何时能实现？娃的数量和质量如何有保证？,1645053049,223.65.74.*,已办理,已办理,未交办,0,0,上海市委书记李强,建言,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1645085257, 江苏省 南京市,False,2022-02-16
4,12927788,5726870,541,5,2.0,0,W***,关于加大优化人才引进措施的建议,上海北京已放宽清北复交等高校毕业生落户限制，天津市可比照出台政策放开双一流高校毕业生落户限制，双一流高校毕业生可直接落户，可加强个改善...,1645022116,36.143.13.*,已办理,已办理,线上交办,0,0,天津市委书记李鸿忠,建言,政务,微信小程序,,,,,0,1,,,,,,,0,0,1645163610, 北京市,False,2022-02-16
5,12925566,1536595,4215,2,9.0,0,W***,村里要把竹林统一转租,向您反映个问题：2022年正月十五下午，煤山镇白岘村委派人拿着一份材料挨家逐户上门，要求本村村民签字，签字的材料是要把本村所有村民承包的毛竹林统一转租给<label style='color:red'...,1645012592,223.106.49.*,已办理,已办理,未交办,0,0,长兴县委书记,投诉,三农,微信小程序,,,,,0,1,,,,,,,0,0,1645239043, 山西省,False,2022-02-16
6,12924555,5725192,967,2,7.0,0,W***,三个户口连一个车位都没有,本人住在上海市浦东街道金业路金桥横街小区，所属高桥物业，在本小区居住20年，家里面三个户口在本小区，连一个车位都没有，有些一家2个车位...,1645007882,27.115.120.*,待回复,待回复,未交办,0,0,浦东新区区委书记朱芝松,投诉,城建,微信小程序,,,,,0,1,,,,,,,0,0,1645152762, 上海市,False,2022-02-16
7,12923384,5102341,966,2,7.0,0,红***,开通路灯，建桥铺路改善路面环境,整条路上停满社会车辆且垃圾堆满山，对行人和河道都非常有影响，建桥铺路虽不能立刻解决但环卫问题可以先着手起来，太影响上海市容了,1645002252,117.143.104.*,已办理,已办理,未交办,0,0,嘉定区区长高香,投诉,城建,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1645085918, 上海市,False,2022-02-16
8,12923334,2391597,967,2,2.0,0,不***,小区地上临时车位违规成固定车位，一户占多个,根据《上海市住宅物业管理区域机动车停放管理规定》规定，2021年10月1日开始实行，利用小区原始规划设计停车位之外的区域设置停车位的，...,1645002040,223.104.211.*,待回复,待回复,未交办,0,0,浦东新区区委书记朱芝松,投诉,政务,微信小程序,,,,,0,1,0.0,,,,,,0,1,1645238500, 北京市,False,2022-02-16
9,12922376,5723876,1437,5,6.0,0,豫***,新市区上海城小区门前道路设置居民临时停车收费,我是乌鲁木齐新市区上海城小区的1名普通居民，借助于新疆的经济发展，我今年买了属于自己的车，但是经济条件有限，<label style=...,1644998291,220.171.48.*,办理中,待回复,线上交办,0,0,乌鲁木齐市委书记杨发森,建言,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1645056837, 新疆维吾尔自治区 乌鲁木齐市,False,2022-02-16
0,12922139,4202612,1072,5,7.0,0,c***,晋江两岸楼盘有无亮化计划？ ,在国内的一些城市，比如省内闽江、南京秦淮河、昆明大观河、上海苏州河，这些各个城市的母亲河，一到晚上无一不流光溢彩，色彩斑斓，给外地游客...,1644997437,36.251.130.*,已办理,已办理,未交办,0,0,泉州市市长蔡战胜,建言,城建,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1645063104, 福建省 福州市,False,2022-02-16
1,12921598,1247220,1773,1,11.0,0,小***,上海外来人口社保卡里面的社保能转回成都吗？,我毕业在成都一家公司上班，这家公司总公司在上海，给我买了两年的上海外...,1644995341,182.149.79.*,已办理,已办理,线下交办,0,0,锦江区委书记,咨询,就业,PC浏览器,,,,,0,1,,,,,,,0,0,1645066069, 四川省 成都市,False,2022-02-16
2,12920865,5680949,555,2,13.0,0,泰***,青浦区重固镇赵重公路2777弄,餐饮店将建筑物设备层私自改建，空调设备安装到建筑外墙外面，多台大型空调并排安装震动噪音大，空调外机安装违反（上海市空调设备安装使用管理...,1644992016,58.33.77.*,已办理,已一次评价,未交办,0,0,上海市委书记李强,投诉,环保,PC浏览器,,,,,0,1,,,1.6,1.0,3.0,1.0,0,0,1645237683, 上海市,False,2022-02-16
3,12920701,5519943,599,5,2.0,0,Z***,请给我们偏远地区也可以用上天然气,西气东输管道从我们老百姓的地里埋过去了，上海都用上了天然气。我们芦草沟的老百姓却用不上天然气。离我们8公里以外的清水河镇10多年前都通...,1644991183,106.124.72.*,待回复,待回复,未交办,0,0,新疆维吾尔自治区党委书记马兴瑞,建言,政务,微信小程序,,,,,0,1,,,,,,,0,0,1645006300, 广东省 广州市,False,2022-02-16
4,12918721,5721750,555,6,12.0,0,张***,随申码逾期不变回绿色,"领导好，
我和我儿子在2022年1月31日上午，从北京低风险地区回到上海。",1644981124,120.204.150.*,已办理,已办理,未交办,0,0,上海市委书记李强,求助,医疗,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1645237356, 上海市,False,2022-02-16
5,12918193,5721524,961,2,2.0,0,崔***,上海市社会保障服务热线打不通,上海市社会保障服务热线打不通，打962222和12333都打不通，从年前就打不通，不知道是不是我的电话是四川的电话，每次打都打不通,1644978886,171.212.219.*,已办理,已办理,未交办,0,0,宝山区委书记陈杰,投诉,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1645060924, 四川省 成都市,False,2022-02-16
6,12917895,1693316,3402,1,7.0,0,l***,想咨询南关区上海路30-26号是否有拆迁计划,想咨询南关区上海路30-26号是否有拆迁计划，现在能否办理过户，产权交易。,1644977472,139.214.36.*,已办理,已一次评价,未交办,0,0,南关区委书记,咨询,城建,PC浏览器,,,,,0,1,,,2.8,1.0,5.0,3.0,0,0,1645016288, 吉林省 吉林市,False,2022-02-16
7,12917410,5721024,1072,1,2.0,0,团***,房子未交 可提前办理落户吗,本人于2020年12月购买了东海上实海上海三期的房子，按照合同规定是2022年12月交房，现为了解决女儿读书的问题，需要办理落户，请问...,1644975133,222.77.61.*,已办理,已办理,未交办,0,1,泉州市市长蔡战胜,咨询,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1644991862, 福建省 泉州市,False,2022-02-16
8,12914200,2036999,570,2,7.0,0,正***,南阳市方城县大上海22楼逾期停工,南阳市方城县大上海22号楼，买的时候五证齐全，既然政府批证，老百姓就放心购买，谁知道现在竟逾期一年多未交房，现在处于停工状态，多次给县...,1644931271,223.91.116.*,已办理,已办理,线上交办,0,0,河南省省长王凯,投诉,城建,客户端,,,,,0,1,,,,,,,0,0,1644996811, 河南省 南阳市,False,2022-02-15
9,12913778,4948336,556,5,14.0,143,W***,九年一贯制对小学阶段的影响,以普陀区一所九年一贯制学校（校长为原上海中学英语老师）的一系列办学举措便为例便可看出端倪，1.从一年级开始每周一次周练（并非单项练习，...,1644928508,183.193.170.*,已办理,已办理,未交办,0,0,上海市市长龚正,建言,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1644977228, 上海市,False,2022-02-15
0,12912682,5704986,539,6,4.0,0,维***,求助,投诉对象：北京**信息科技有限公司本人是在2020年10月15日，报名的北京**信息科技有限公司（以下简称北京**）的服务项目，并在线上签署了项目合同（合同请见附件），项目包含1份贝*创效管理咨询（<...,1644922064,101.231.153.*,已办理,已办理,线下交办,0,0,北京市委书记蔡奇,求助,企业,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1644976316, 上海市,False,2022-02-15
1,12911602,3522516,1773,6,7.0,0,暗***,开发商违规行为相关部门不予处理,本人于2022年1月11日向上海绿地集团成都锦江房地产开发有限公司购买绿地锦天府9-2-23**号精装商品房住宅。于当日接房，接房开发...,1644913454,117.176.125.*,已办理,已一次解释,线下交办,0,0,锦江区委书记,求助,城建,客户端,,,,,0,1,,,1.0,1.0,1.0,1.0,0,0,1644976078, 四川省,False,2022-02-15
2,12911276,5627978,805,5,6.0,0,专***,建议距离较近的公交站尽量使用同一站名,上海等城市由于很多公交站距离路口太远，”A路B路“（路口）与”B路A路“（路口）站名可以同时存在，毕竟两站距离可能有三五百米，对换乘的...,1644911373,111.62.228.*,已办理,已办理,线上交办,0,3,石家庄市委书记张超超,建言,交通,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1644980642, 河北省,False,2022-02-15
3,12909606,5717354,990,5,6.0,0,W***,疫情防控,恳请市长关于当时疫情防控依托大数据，按照要求做到精准防控，恢复高速正常通行，教育部门尽快让孩子回归校园，最大限度的保障民生，我们家住花桥，工作在上海<...,1644899528,101.87.243.*,已办理,已办理,线下交办,0,0,苏州市市长吴庆文,建言,交通,微信小程序,,,,,0,1,,,,,,,0,0,1644980642, 上海市,False,2022-02-15
4,12909288,5574995,555,6,6.0,0,安***,金山铁路，上海南站到车墩站晚上7点至8点无车,金山铁路，上海南站到车墩站晚上7点至8点无车辆问题:晚上7点至8点期间，正值下班高峰期，站站停小火车，上一班为6点57、下一班为8点0...,1644896978,112.64.68.*,已办理,已办理,未交办,0,0,上海市委书记李强,求助,交通,微信小程序,,,,,0,1,0.0,,,,,,0,2,1644973605, 上海市,False,2022-02-15
5,12909280,5717161,971,2,11.0,0,大***,年终绩效不发,本人入职上海市金山区和辉光电有限公司，于1月20日电脑上提出离职申请，1月28日被驳回重新提交。1月26日为发工资的日期，没有收到下半...,1644896947,101.82.227.*,已办理,已办理,未交办,0,0,金山区委书记刘健,投诉,就业,手机浏览器,,,,,0,1,,,,,,,0,0,1644937880, 上海市,False,2022-02-15
6,12909233,1771092,1170,1,6.0,0,2***,应允许武汉公汽穿行江底隧道及陆上交通隧道,上海丶南京丶长沙等地都允许公汽穿行江底过江隧道及陆上立交桥的下穿隧道！而武汉却禁止公汽走大智路丶三阳路的长江隧道及循礼门隧道丶街道口隧...,1644896709,106.225.251.*,已办理,已办理,未交办,0,0,武汉市市长程用文,咨询,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1644930874, 江西省 南昌市,False,2022-02-15
7,12908284,3943264,575,5,7.0,0,Z***,加快推进深圳市建筑、装修垃圾资源化工作的建议,近些年来，在北京、上海等地形成了比较成熟的运营模式和经验，在我们广东，主要还是依靠市场化运作，政府干涉极少。,1644891499,118.186.9.*,已办理,已办理,未交办,0,1,广东省委书记李希,建言,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1644915895, 北京市,False,2022-02-15
8,12908067,5693374,2490,6,6.0,0,o***,学苑路上海路路上大片污水,学苑路上海路附近公路上都是污水，时间好长了，导致出行不便，更会泡坏辛苦修的路。望相关部门及时处理,1644890222,223.89.211.*,已办理,已一次评价,线下交办,0,0,柘城县委书记,求助,交通,客户端,,,,,0,1,0.0,,4.0,4.0,5.0,3.0,0,1,1644973459, 河南省 安阳市,False,2022-02-15
9,12907942,4993942,4154,6,11.0,0,奥***,公司不规范问题,上海赛x安保服务有限公司1.没有给员工缴纳五险2.工作时长12个小时没有给与国家8小时制以外的4小时工资3.节假日  工作期间只有1天...,1644889417,58.217.88.*,已办理,已办理,未交办,0,1,润州区委书记,求助,就业,客户端,,,,,0,1,0.0,,,,,,0,1,1644937375, 江苏省 镇江市,False,2022-02-15
0,12907701,1730949,1119,5,7.0,0,树***,肥城上海华府小区周边停车困难 ，没有公共停车,"肥城上海华府小区周边停车困难 ，没有公共停车位
1.上海华府小区不仅...",1644888137,112.245.17.*,已办理,已一次评价,未交办,0,0,泰安市委书记杨洪涛,建言,城建,PC浏览器,,,,,0,1,,,3.8,2.0,5.0,5.0,0,0,1644909501, 山东省 泰安市,False,2022-02-15
1,12906875,5714936,555,2,11.0,0,s***,社保及医保转移,由深圳社保转入上海市社会保险事业管理中心杨浦分中心协办虹口分中心时出现问题，现本人个人社保、社保卡、医保、医保凭证皆无法使用。,1644880874,101.229.144.*,已办理,已办理,未交办,0,0,上海市委书记李强,投诉,就业,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1644889458, 上海市,False,2022-02-14
2,12905360,5667650,1592,5,6.0,0,x***,关于取消乌鲁木齐4位数公交线路命名建议,就连北京、上海等大城市也没有4位数的公交线路，不仅老百姓记不住，就连公交内部职工也望而声叹。,1644847097,112.43.4.*,待回复,待回复,未交办,0,0,新疆维吾尔自治区主席艾尔肯·吐尼亚孜,建言,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1644887660, 上海市,False,2022-02-14
3,12904190,5714941,556,1,7.0,0,无***,如何解决新上海人住房问题,我女儿女婿是新进上海的居民，就是所谓的新上海人，按说收入还可以，正常...,1644837845,121.12.183.*,已办理,已办理,未交办,0,0,上海市市长龚正,咨询,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1644931159, 广东省 中山市,False,2022-02-14
4,12903541,5714606,555,5,7.0,0,S***,上海新房购房积分政策对户籍单身人士不公平,上海新房购房积分政策实施已一年有余，政策的初衷虽说是惠及刚需购房者，但是实施下来的实际效果可以说和初衷是天差地别。,1644832185,140.205.147.*,已办理,已办理,未交办,0,0,上海市委书记李强,建言,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1644909811, 浙江省 杭州市,False,2022-02-14
5,12903415,5714548,1035,6,14.0,0,朱***,农村没有幼儿园,你好领导，我是大通区上窑镇泉源村人，(我说的问题也包括隔壁的马岗村）在上海打工，在去年的时候取缔了私立幼儿园，但是后续并没有新的公立幼...,1644831008,101.82.190.*,已办理,已一次评价,未交办,0,0,淮南市委书记任泽锋,求助,教育,手机浏览器,,,,,0,1,,,3.4,1.0,5.0,5.0,0,0,1644937375, 上海市,False,2022-02-14
